1769,1396,683
6054,4711,896,1581,4570,5254,5909,6334,547,1268,1635,2114,58,360,424,858,2512,3753,6694,726,1392,2216,3940,1419,226,363,4597,1095,2529,2960,2518,7377,6886,1917,108,2403,6058,3369,4864,7372,525,412,3934,5255,3347,4398,546,989,1847,1848,2139,2201,2397,2473,2511,3058,3318,3348,3349,3359,3361,3368,3370,3372,3688,3832,3933,3935,3942,3944,3947,3948,3950,4153,4206,4347,4387,4391,4392,4393,4598,4599,4792,4830,4863,4869,5403,5452,5477,5482,5501,5513,6124,6169,6170,6173,6179,6462,6591,6595,6598,6752,6934,6937,6966,6967,6968,6969,6972,7327,7374,7375,7376,7378,7765,7809,7810
1475,1476,1685,1932,2495,7503,2302,929,3761,5870,7617,4204,2122,2455,1340,318,470,7500
4297,1045,1046,1047,1264,1417,1717,1849,2050,2260,2457,2467,1057,1448,2109,2151,2309,6714,2545,3910,6952,4732,5457,4746,2570,6802,4267,4747,6887,7262,1134,3829,4609,3677,1847,1941,3308,5937,6037,1153,5454,6053,7614
123,3140,1700,1919,3821,1497,7696,3181
787,3865,752,4723,549,85,3308,3816,5937
3185
3154
3744
3939
470
3286
6419,4293
1344
4347,3868
4407
6486
2665,2585,2586,2589,2647,2708,2797,3401,3562,4037,4419,4421,4423,4876,5565,5728,7001,7385,7392,2604,3976
4939,5664,6248
3584
5234,5880
2695,3719
2703,6275
3145
6702,7074
2771,3488,2753
4092
2870,5339,5269,6917,7137,7169,7308,7311,7567,7733
6940
4236
3783
5412,6063,7709
3103
4318
6160,5495,3334,6587,4852,7370,3343,7793,4372,5493,6158,3336,6152,4846,6159,3923,7365
244,443
435,598,630,1406,2236,93,148,1172,1381
839,865,843,1970,2115
981,3057
1957
1021
1876,1120
2241
2026
1486
3158,1004,4662,549,7603
2146
4654
7834
4610,879,1330,1494,1707,2126,466,1086,1718,3288,4663,922,1521,7604,2547,1923,2517,413,747
6823
3284,1106
3889
4922,2628,4996,2749,5654
4989
4997,5004
5013,3424
6994,4075
5106
4227
2817
7243,6223,3580,4032,6214,6232
4559
2768,5118
5182
7465
6684,5287,4485,5006,5762,7391,7712,5921,7752
3246
7347,7785
3326
1200
2163
1977,2421
808
1869
911
1652
2027,673,679,7178,2286,2373,2892,1698,686
1413
2525,2537
1728,1909
2519
2324,2481
2539
5450
2863,2104,2888,3761,2254,6817
4573
3370,3935
2900
6596
5405
5240,6258,6726,5153,5813,4580
6992
7534
5780,3411,3972,4406,5772,3646,3597,5678,4938,4942,4946,5562,3481,2646,2788,2825,3487,4497,4908,4911,5081,6200,6209,7396,7398,7404,2867,2869,2871,2872,2873,2882,2883,2884,2918,2932,2957,3080,3083,3103,3396,3636,3644,3662,3679,3686,3769,3771,4223,4247,4566,4955,5167,5168,5169,5170,5171,5219,5261,5286,5557,5789,5900,6283,6353,6761,6796,6843,7078,7211,7226,7408,7433,7439,7711
5033,3479
3987,5614
5653
5677
3526
3453,3396
7012,3492,4125,2598,2775,2779,3484,3555,3559,4040,4887,4915,4926,5568,5801,6995,7400,2719,2847,3409,3845,6218,7116
4509
2671,5044
4222
4519
3656,5832,5888,7155,6739,7107,3145,4372
4603
6987,5854,6683,7065,3515
6743
5437
3767,4191,3008,3009,3010,6019,6023,6024,6847,6853,6758,4678,3206
6957
6513,3263,6103,6913,6914,6944
6950,3900
3919
685
1380
2482,1172,1381,506,448
1885,4475
1425
154
495
68,237
700
517
158
163
2160,372,1103,7180,7503,1507,2237,2863,1700,2054,1294,1805,2010,6272,408,1886,869,1279,1716,5975,2177,660,1420
306
1853,2261,2459,4570,2055,2170,1104,1634,708,710,2247,2303,3629,699,4401,2887,1094,1664,2321,7088,3939
314,2496
2142,2349
6751
3182,6881
126
6177
7539,5626
2603
2631
3516,3517,5095
5604
4984
3433,4980
5105
6346
2642,2658,2685
2813,7006
5618,6723
7358,4538,6554,6963,6155,6246,4379,7347,7785,6151,6555,4845
4110,4126
3996,5247,5740,5467,7804,4053,6218,6790,7123,7427,7531,2865,5719,6251,6498,6879,7243,4467,6370,2833,4513,3580,4032,6232,7040,6140,5117,5658,3151,3975,4132,5470,6134
6292
2872,6286,2859,6692
2950,7264,6374,6761,2948,3777,3098,7560
6193
3218,2999,3796,4256,4701,4706,5289,7236,7593,2998,4174,4177,4638,5953,5954,6007,6437,7218,6504,6787
5970,2930,3305,3306,4183,4253,4322,4323,4715,5428,5443,5923,6001,6014,6047,6080,6096,6347,6735,6908,7167,7227,7299,7306,7585,7649
3916,7365
3331,6576
1647
322
265
982
2175,1378,1817,1143,1786,719,1278,1472,602
606,1781,1382
1988
1697
1189
989
1492
617
1610
486
982,987,1753,1792,709,1285,2362,1709,1710,3287
108
1266
2137
307,1502
7602
3828,6419,5977
5458
3878,1920
3322
7628
3436,4979,5019,5836,5837,3972,5617,4495,5014,4030,5796,3423,3499
6204,6998
6201
5940
3469
7415
5829,7499
4921,5067,5738,5759,6978,4477,2750,5779,5825
6244
4531
5818
4067,7550,5247,3045,2991,5198,6668,7031,5998,6251,3002,3851,4283,4686,3346,2852,6553,5859,5235,7251,4627,3708,6925,3779,5127,6508,6631,6840,7746
4091
7671
6428
7113,6670
3700,6772
3704,6779
4685
4107
3669
7513,5354,7655,6849,7213,4178,4193
6098,6943,7732,6097,7725,7743,3671,4355,6072,6091,6139,6528,7776,6088,4314,7727
6391
4373
7802
1221
644
601,2120,688,1128,81
6115,6600,6117,3266,2127,478,779,795,952,1732
1618
1656,1083,1563,1565
541
4339
3874,758,6462,4656,5308
5314
5394
4618
3763
3764
5482
5645,5683,2630,5599,5768,3548,4998,5042
6492
5993
5717,7029,4359,4840,6006,4377,7341,4720,3338
7450
5844
3661,6338
4631
3717
7116
7203
5370,7235,3297
4758,6510
7704
7366,3921,6956,7359,3330,4839,6583
7226
3262
6154
1790,90,433,590,1542,2261,2459,2064,429
2394
1583
3170,5986,7782,375,1004,3174,3296,4748,5483
830,1174,1237,1863,2437,1361,353,443,460,2096,1837,340,507,622,833,867,1277,1289,1865,1888,2060,2073,2242,1044,865,582,1294,1805,2178,569,2458,2285,2048,1811,1670,1006,886,709,1218,2068,2256
2249
2048
914
1045,1046,1047,1264,1417,1705,1706,1707,1849,2050,2126,2260,2457,2467,6113,1655,1109,5908,7609,4214,5079,6336,1342,1343
729
520
3140
7259,6117,953,602
5512
7765
4859
5646,6624,3570,5563
3444
2650
6210,3535,3383,5165,3964,4953,7476,2796,3959
5032
3985
7508
5062
4061,4109,4058
4090
5767
7050
7490,6045
5639,2923,6260,7469,3706,3692,3027,7197,2988,7362,3037,3711,2965
7550,3346,6586,6552,6575,4950,7820,7361,7436
4177,3786,4690,3301
5409
7716
5200
6076
6841,3150,6915,5283,7634,4077,3717
7250
3338
147,1198
8,1747,94,19,1368,607,1744
799,1611,759,761,2273,2471,739,1962
2182
95
1796
494,587
1015
1240
1197
674
294
2251
107,1265,1463,554,1632,2085,206,288,368,704,1313,1432,1618,2154,411,1066,1896,6217,2522,1942,700,1064,3057
1520
2203,128,7612,5329
7178,4609
309
364,1908,2543,3765,3319,43,130,746,190,2542,3730,6948,3362,4266,4294,4341,5384,6800
7755
3938,7376,4861
4209,3833
5330
3887
4834
3898
2602
4114,6309,6434,2904,6618,6184,3388
3381
3568,3969,5575,3397,4433
4221
5067,6977,6978
7011
5073,4903,5729,3431
3617
3218,6904
4244,7648
3633,6494,3005,3014,4187,6008,7219,7335,7591,7644,5930,5938,6854,6017,6030,7214,6836,3006,3007
6738
3227,3671
6796
4258
4800
3727
6572
1637
1479
2176
1798
2065
390
1453
358
4784,3181,2488
1480,2099,3065
2156
2259
739
61
2552
757,924
4865
4801,4796
6205
5134,5670
4410
4414,3457
3435
5603
4072
2694,5734
4458,5032
5064
7422
6767,7282
2765
7672
2855
2719,7265,6433,6425,4812
7531
6614
4601,5364,6022,7166,6687
6137
6093,6525,6526
2460
90,2170
1570
2062
2285
334,335,2367,203
41,2022,257,1918,2355,2509,1695
27,621,1228,1856,2029,2059,273,1191,1611,1256,1261,1352,1554,1742,613,1222,1260,1396,1534,1633,2416,163,1050,1051,1391,2460,322,512,6,30,342,1237,1398,1529,1540,1863,2044,276,295,467,573,644,754,759,1101,1357,1708,1994,2129,6413,6414,616,714,761,787,880,1113,1245,1339,1459,1460,1549,1598,1600,1853,1884,1885,1938,1963,1989,2238,2261,2371,2485,2561,2562,3951,4297,4389,4665,4711,5463,6568,6712,7263,7769,7831
1701
2305
2299
1679
1090
877,1721,6538,5326,6807,2491
1852
1509
5309
3177
3940
6170
4352,3899
3422
4958,6206
4115,3411,2595,4443,5600
4416
2595
5080,4906,5567,2866,4925,7657
4939
3418,3145
7005
4561
5236,3214,7199,3301,3303,3854,3855,4318,4319,4763,5432,6082,6516,6523,4800
5166,4630,5747,3041,7281,4467,2902,7716,5346,4488,7102,3814,3721,6758,6230,7251,6428
3022,3793
4103,7124,3439,7174,3144
6574
3918
3249
6947
1864,420
610,1933,2571
665
241
843,1970
1085
1521
2446
737
4288,3163,3896
5576,3702,3968,4309
2703,4504,6975
4009,5019,5047,3428,4963,5712,5552,3508
3588,7636,7664,2909,3081,3115,3641,3645,3772,3781,4917,5272,5901,6021,6360,6483,6848,7210,7407,7461,7505,7568,7571,2619,2795,3395,3479,3560,4011,4042,4873,5545,5547,5781,5782,5804,3545,5708,6352,2838,2913,2921,2951,2955,3683,3684,4358,5222,5285,5562,5820,5934,6211,6236,6292,6349,6457,7494,7578
3998
7416,3422,5215
4067,7553,2915,4118,5275,4950,7722
7003,4951,6436
2740
2940
3604,6431,7369,4337,3333,3254,7314,6496
5282
4720
3697,4240,6493,3204,5437,2965,3414,7268,3245,5348,7233,7267,4049,4311
3838,4305
5962,2941,2943,3680,4316,4317,4320,4325,4764,5433,5444,5528,5940,5941,5945,5965,6011,6079,6081,6085,6086,6363,6365,6380,6515,6562,6792,7138,7146,7295,7310,7566,7747,3304,4773,6536
4256,4701,4706,7236,7593,5953,5954,4809
4775,4758,6510,4312
3414,4807,7436,3302,6093,6525,6526,6922,6923,4329,6918,5439,7293
3926,4850
4811
7732,4315,4355
133
622,1006,1218
6489,2369
794
2217,2469,143,383,1965,1966
110
1642
1248,13,561,832,1610,398,572,794,1626,513,651,653,684,1043,1230,133,165,327,1649,1818,2023,1552,515,819,1024,1762,1823,2243,286,815,62,64,132,159,285,341,843,1217,1778,1807,1956,1970,2025,2318,2378
2438
675
401
125,304
765,780,1720,4343,482,1317,2504,596,5978
851
775,6115,6271,490,571,902,2487,2338,262,1946,557,1523,3309,260,712
1510
5397,3154
1891
1128,7182,4206
4263
5322
4220
3193
4886
4045,4902
3957
7055,5073,5634,3431,4511,4512,5817,5743,5818,6036,4534,4081,7403,3526,4020,5128,5129,6197,4975,5534,7036,7447,6277,6724,7231,3508,2796,3959,4971,6465
3634,6842,3851,3533,5932,5950,7436
2721,5114
4009,2594,2595
4991,3646,2867,2869,2871,2872,2873,2882,2883,2884,2918,2932,2957,3080,3083,3103,3636,3644,3662,3679,3686,3769,3771,4247,4566,5167,5168,5169,5170,5171,5219,5261,5286,5789,5900,6283,6353,6761,7078,7211,7408,7433,3385,4229,6015,6630
6695,7487
3494
5213
7133,6671,3090,2908,2875
3089,6370,3247
4239
3005
3100
6437
7271
6959,6573,7355,3000,6524,4637,4247,6897,7773,4405,6140,4374,6153,7287,3853,6601,7814,5470,5416,6916,7718,4335,7772,3210,4327,3252,3255,5427,3330,4839,6570,6583
4548
6958
6960
1351,2526,1584
1808,1829,2218,5301
2191
66,3834
352
2408,7611
459
1302,2529
6413,42,577
2348
2357
1518
959
3174
7807
6547
6974
4057,5185,6994,7113,7449,7521,2677,7159,6318,6730,7492,3556,4507,6317,6729
3518,4876
5655,7383
5129
2629
7408,2783,2786,5141,6633
6305,3694,2841,3624,7437,6504,4951
7415,5728,6659,7014,3100,5844,6651,2593,2798,2799,3430,3480,4428,4504,4064,7818,2929,2945,3643,3685,4928,5026,5548,5624,6348,6649,6746,7028,7666,2821,3041,3298,3402,3404,3473,3605,3784,4046,4069,4240,4244,4406,4603,4805,5071,5282,5290,5566,5571,5749,5972,6089,6185,6228,6296,6372,6518,6519,6711,6793,7026,7063,7215,7223,7337,7435,7594,7636,7661,7664,7816,7822
5109,5111,4480
3424,4804,2816,5115,6702,7074
2731
2802,5201
4624,4628,6682,6889,3293,4085,7635,6366,3246,3029,2948,3777,7581,6424,3414
5244,5346
5198,7438,7629,6739,3655,3768,7515
6474,6872,7241
4749
7663,6842,3034,3033
5288,3800,3003
4542,5440,5459
2967
7393,4543,4081,4514,6324
5415
6074,2661,3651,3652,2660,5730,4574,5043,5693,6017,6030,7214
6721,6370,3022,4029,4694,6325,6331,7121,6832,6095,7741
4595
3229,4596
4317
3800
3926,4850
3254,5439,7293
2057
2376
2424
1278
642
1025
869,1279
1056
55
240,272,1374,1456,273,2482,1391,176,438,1592,162,986,1031,1461,1789,2004,2158,2200,161,663,1637,144,510,1049,1421,1989,2261,506,2381,239,1788,2459,385,618,643,873,1476,1932,2103,7503,2021,233,457,521,669,980,1053,1275,1423,1435,1440,1603,1837,2037,2064,2170,2418,2466,2863,1566,1865,652,2864,217,994,1347,1484,1673,1696,1893,2006,2033,2159,2188,3689,4204,7126
2258,2456,1315,4573,1689
3835,4217,3285,551,1704,4673,2551,3911
614,1207
2246
1057
1096
1519
3307,4399
1072,246
2891
1523,4402,3750,3070
3123
5265
6120
6165
4860,6179,3127,5331,6603,6146,4823,4824,6566
1953,3886
7382
5615
5091
6307
7550,4603,5183,3601,7510,3439,5176,5237,5663,6662,6664,7101,7128,7453,6663,5644,6738,4074,4625,6426,6833,2673,4537,3034,3722,6725,5148,4068,4647,7039,4524,2851,2857,2905,3033,3048,3221,3533,3608,3624,3788,3800,4048,4089,4124,4129,4156,4378,4580,4583,4587,4776,5259,5263,5474,5876,5999,6000,6259,6311,6318,6674,6724,6730,6838,6839,6989,7062,7086,7093,7213,7492,7688
6358
2816,5115
3466,5670
5916
4142
5885
7642,6954,6572,3673,7361,4782,4783
6439,5370,4237
6382,5223
5416
6503,2605,2876,7686,5962,6070
4769
3801
2885,2973,2974,6342,7561,5226,7562
7689,3815
6141
6522
381,820,1203,265,377,630,1769,91,93,505,606,821,1190,1413,1590,2191,2406,321,1562,95,1173,1382
1190
35,1549
822,2463
289
648
26,447
832
706,1476,2864,882,248,524,6272,876,1496,2110,2507,2519,121,1094,483
1892,2337
2526
1093
892,890,2547,758,756,1951,2452,4793,1322,7175
2962
2963,7132
7809
3941,3943,3372,6595,3949,4386,1544,5508,6599
6486,5456,789
4491,3530,3532,6698,7476,3442,5025,4441
6976
3518,4909,5082,4055,2817,3573,3574,4509,4519,5158,5162,5808,6221,6639,6700,2597,4919,2804,4418,4881,5001,5519,5538,5541,5542,5697,4510,5525,7402
5577
5600,5594
5608,4941,4945
2831,3518,5135
7824
4223
5374
7039
5919
2868,5182
5166
3851
7296,6523
4835,4837,4838,5490,6585,4842,6961,7798,3927,3331,6576,4371,6580,4367
5515,6180
7677
214,209,1773,532,356,576,1179,2168,618,838,1458,1464,2237,2368,2418,1966,2038,858,1676,1877,2259,2348,1392,1956,2378,1896,1862,280,1148,2080
2372
1863
2381
1822
1456,1429,2464,2324,815,1327,1651,1508,314,2496,3269,2417
1032
25
2485,194
2258,2423,2456,471,2161,1689
1507
485
240,393,446,1609,1653,1872,2240,20,2468,1177,157,218,277,278,279,337,339,388,831,1000,294,345,397,1988,512,73,1963,1361,170,400,453,1073,1244,1258,1399,1852,2271,980,1040,1227,1275,1435,1439,1532,1860,2081,2411,4043,1054,1865,1888,2484,34,58,545,638,678,857,1012,1354,1660,1757,2251,1696,2219,416,6217,458,280,226,241,535,689,727,1067,1232,1377,1698,1786,2030,2443,5869
475,3675,2072
3119
4732
2899
4219
7766
4164
3194,5396,2539,1920,5388,6125
4817,4820,4827
4871,5516
5677
5068
5599,5593
5710
4954,5815,3390
7017
7097,7556
6647
4093,5182
5890
6659
6495,7303,4770,3779,5127,7730
5956
2931,6327
3231
7292,7746,3233
3799
7361
2187,1539,152,1558
1446,1379
815
1868
1233
1651
456,592,619,1609,2240,13,24,153,561,832,1610,995,1793,202,2011,277,278,279,337,531,808,809,1051,1626,2262,1158,2386,176,512,625,653,1030,1043,1230,1259,534,1174,1675,165,874,51,706,1063,1258,1697,1844,2380,515,826,1024,1035,1423,1532,1533,1837,1965,2231,2411,22,47,60,70,72,124,155,206,332,421,507,553,656,833,993,1027,1028,1055,1071,1098,1236,1307,1432,1647,1674,1762,1815,1928,2060,2073,2279,2312,115,183,355,410,480,675,877,905,963,1127,1431,1676,1739,2355,2486,3740,3761,4150,4152,6274,6355,6715,6753,2188,2219,815,63,82,88,375,411,477,552,695,697,698,752,781,800,870,882,899,908,982,987,1004,1066,1088,1090,1280,1486,1601,1627,1654,1657,1728,1738,1753,1792,1829,1873,1876,2216,2286,2340,2341,2373,2388,2477,2487,2489,2492,2535,2559,3737,3739,3749,3940,4149,4663,4666,4675,5872,5927,6345,6816,7193,7605
112
844,760,6868
116
1249,1612
70
2335
1174,2437,2256
298,177,3201,235
187,548
1117
934,3764,3050,3909,3063
4135
6468,2226,7256,7823,3063
4663
736
3308
7257
3894
7765
2648,2789,5633,5769,5570,7051,3416,2740,3423,4925
4473,5601,5774,3979
2597,4919,2804,4418,4881,5001,5519,5538,5541,5542,5697,2914,2969,3109,3111,3639,4140,4642,4643,5197,5668,5967,5968,6289
5660
4451
2645,3150,4437,4913,5376,6033,6463,6964,7238,7557
4462,5623
2700,4016
3588,5268,3590
4515
4534,5757,5760,4138
5240
6475
7056
6329,6875,6678,6748,7357,5934,3327,6552,7364,7367,6522,4846,6159
7632
6873
7065
3682,3720,4131,5267,6842,3017,3716,7553,2843,2671,2915,3665,4118,4722,5275,6140,7714,7717
2958,2972,6750,7131,2886
6079
5933,4187,4256,4701,4706,5363,6008,7236,7593,4237,5345,5360,7165,6009
3920
5491
7753,6585,3329
7693
197
1021,1611,2003,1763,631,2472,1217,1778
1366
2330,105,2571
2562,1010
1014,1146,382,993
1874
1820,2024
1243,1426,1893
670
393,446,2227,2294,20,997,2482,330,563,796,995,999,1395,1793,2229,2296,25,339,388,831,1000,244,2401,636,1245,1339,1600,1938,1246,2302,1854,1860,2061,2064,2118,2167,2237,2276,2298,2306,171,189,769,1287,217,6805,33,1409,1327,255,367,418,474,491,1579,2499,2522,444,126,569,2458,2890,3821,45,77,86,129,131,177,188,195,253,309,313,402,404,417,420,468,492,541,550,556,577,731,740,741,743,744,764,772,785,793,844,891,910,922,923,927,940,943,959,973,1058,1095,1108,1110,1128,1132,1143,1144,1224,1226,1302,1310,1328,1338,1488,1489,1490,1497,1508,1509,1515,1520,1521,1629,1672,1683,1687,1694,1721,1727,1882,1883,1922,1933,1942,1954,2078,2079,2116,2123,2153,2161,2218,2254,2285,2291,2326,2333,2338,2343,2344,2350,2390,2431,2465,2524,2529,2894,2935,2960,2985,3119,3162,3186,3188,3194,3277,3295,3675,3678,3744,3754,3756,3764,3910,4112,4146,4160,4161,4208,4213,4220,4280,4282,4366,4573,4611,4660,4710,4723,4801,5314,5315,5324,5327,5379,5391,5394,5396,5481,5987,6038,6040,6168,6273,6480,6486,6799,6811,6812,6813,6815,6821,6822,6928,6952,7181,7504,7604,7612,7622,7835
3191,1945,1927,5397,4814,947
4291,7176,262
4215,3130
3270,7813,3133,6800,5308
2540,3895
5405,3197,1941
3947,7379
6565,3909
2807,4457,4997
5647,5784,2630,3375
4727,5996,4104,4502,7023,7429
5176,6662
6041
3547
6976
2799
5215
3615
3704,6779,7317
2995
4276
3015,4249,6019,6387,6476,6857,4173,4697,6844,6452,6852,6865
3693,3804
5493
5889
1744,651
1854,2061
1547
1793
1383,1174
209
521
1947
1195
2012
1244
730
1933
7755,2570,802,565,7618
6302
3874
4711
4712
3198,4731
4214,5477
3492,5630
6659,4046,3437,5533
5537
5081
4892,5633,6666,3412,2837,5574
2681,2682,5650,4896,2642,2658,2685
2636,4001,4453,4455,4959,4961
2782,5140,6632
2719,4072,4158,5856,4581,7683,5876,3611,6672,7712
5098
3429,4948
7010
5745
5883
5639,4529,2856,4240,4226,5663,6305,5971,3292,4683,7199,7301,6261,6708,3098,7225
7442
4120
2836,7551,5999,6000,6838,6839
4567
3564,2871,7213,5367,7669,5488
6939
6194,7033
6903
4615
5027,4256,4701,4706,7236,7593,4531,7648
7801
4380
146
1358
593,2375,2425,2043,2003,244,213,837,1002,2398,1963,2371,1607,2017,142,1159,1171,1634,1820,2024,2248,2067,2193,4669,1347,159,2388,2465,134,249,792
293,619,1856,2059,273,1222,28,284,500,654,808,1007,1170,1466,1547,2460,2513,438,1592,228,231,299,300,684,1030,1461,1763,1845,1846,1973,2447,133,295,631,874,635,1477,1632,1915,2125,2423,2426,160,511,1255,2231,54,2060,2379,52,187,410,548,767,769,770,864,919,928,932,933,937,1122,1503,1660,1679,1901,1937,2936,6355,815,1808,341,1129,1670,2335,2494,2536,2537,3116
1386
1000,1536,1567,5379
821
1432
1433
2250
1456,1287,1340
3806
3168
7126
5396
2572
4412,5076
3962
3456
4403,2602,5002,5086,5640
5875,2643,3435
4448,2761,6994,3411
2607
4958,5632
5058,5054,5061,5649,2702,5059
3104,3108,3112,3647,3666,4036,4584,4585,4600,5220,5221,5247,5362,5863,5864,5865,6234,6235,6734,6749,7432,7489,7496,7558,7642,3848,3617,3625,4467,7627,3716,5885,6246,3841,6436,6582,6152
7095
6280,2865
5740,4880
5755
6649,5996,7057,4260,5830,7060,5488,6278,6696
5195
3098
6023,6024,6847,6853,4179,4695,7198
6438,2661,6738,2660,5730,6190,6476,4261,6456,7204,7216,7220
2223,205,1426,582
1506,776,3820,922,943,3177,925,2520,884,1528,1961,2317,1346,4668
2235,1655,2090,934,2897,4263,582,1066,958,6883,1131,7255,779
2410,2566,1294,2462,615,2040,1234,2474
1810,616,3674,3169,3891,120,687,7260,5306,1527,972,2190,3138
7503,2863,1334,2105
1884
527,313,1079
3878,1094
374,4387,3310
6804
2571
5316
2898
3366,7351,4397,5504
4823,3320,4818,4819
5457
6178,555
6938
5186
5090
6251,6494,3969,5575,4950,4951,7380
4940,3003
5778,4457
5089
5625,4556,7480,5875,3987,4940,2726
5573
4490,5130,4046
5819,5445,6435,6786,7715,5274,6708,4221,4635
5931
6194,5838,7453,7511,7041,3683,7286,3858,7033,6509,6674,7093,4303,5235,7452,3021,6893,6903,7801
3691,5193,5886,7133,3661,6338,2839,2840,4625,4368,5850,4104,6785,7067,7794,5351,7634
2874,6390,6104,5351,3262,4078,5441,7309
4101,4102
6503
6507
381
1627
211,19,1261,861,862,1407
2377,505,2172
1801
2291
691,529
1245,1287
641
759,1524,761,364,1950,4741,5392,797,3274,551,1704,4673,7763,1924,3265,3751,3826,2097,4717,1106,7328
1259
2252,2043,57,2495,2216,3749,1449,1295,2347,3908
49,423,776,3123,4136,2319,492,5505,6543
1263
236,2070,2117,49,395,423,1316,1480,3122,5323,6031,1693,2318,4149,3674,2319,743,910,927,3756,3764,4282,5379,6168,6815,7181,1939,5871,1485,2959,319,7262,3187,5983,6421,76,6122,122,3265,7826,260,586,604,611,757,962,1518,1723,3126,3179,3347,3877,4363,4398,4655,4815,4859,5329,5449,5464,6174,6299,6481,6550,6883,7256,7542,7757
38,3629,1323
263
2365,6055,765,780,1720,40,1317,2111,2504,5392,126,1515,5391,374,596,2141,2530,3190,3319,4662,5404,6127
3051
2938,369,1995,2514,4136,5868,5926,6818,7501,7552,2977,6713,1949,4137,2898,6303,6468,7256,5988,7823,7091,2134
6402,6798
6812
4672,7619
7258,4199
3276,4611,6882,4730
3884,7677,3271
3141
2833
2583,3509,3546,3978,4125,4529,5003,5029,5596
4878,2703
5586
6827
4928
6227,6275,2710
2854
6677,7054,5240
